100,-1653.35
200,-1657.85
300,-1644.75
400,-1664.1
500,-1661.7
600,-1649.5
700,-1648.8
800,-1654.65
900,-1657.55
1000,-1661.35
1100,-1644.25
1200,-1648.5
1300,-1639.15
1400,-1649.0
1500,-1642.55
1600,-1648.45
1700,-1649.7
1800,-1635.1
1900,-1640.85
2000,-1649.45
2100,-1633.0
2200,-1640.15
2300,-1646.9
2400,-1636.3
2500,-1634.7
