100,-1663.55
200,-1654.65
300,-1664.0
400,-1663.25
500,-1650.8
600,-1660.35
700,-1655.65
800,-1643.8
900,-1657.55
1000,-1604.9
1100,-1617.4
1200,-1617.45
1300,-1621.65
1400,-1627.7
1500,-1620.05
1600,-1617.5
1700,-1626.4
1800,-1619.0
1900,-1619.6
2000,-1621.1
2100,-1613.7
2200,-1619.8
2300,-1626.55
2400,-1627.4
2500,-1619.35
